username,user_id,email,user_role,ip_region,hour,device_type,action,session_period,risk_score,risk_level,timestamp,is_weekend,is_business_hours,is_sensitive_action,is_failed_action,session_length_category
accountant_070,accountant_070,accountant_070@hospital.com,accountant,Nigeria,5,desktop,click_nav_financial_header,22,0.35,medium,2025-09-06T05:39:38.879142,True,False,False,False,short
contractor_058,contractor_058,contractor_058@hospital.com,contractor,US,5,desktop,click_nav_financial_header,88,0.45,medium,2025-09-19T05:38:25.880142,False,False,False,False,medium
guest_093,guest_093,guest_093@hospital.com,guest,Canada,22,mobile,page_view_home,15,0.45,medium,2025-09-01T22:18:53.880142,False,False,False,False,short
employee_080,employee_080,employee_080@hospital.com,employee,Vietnam,13,desktop,user_login,71,0.35,medium,2025-09-17T13:47:04.880142,False,True,False,False,medium
accountant_070,accountant_070,accountant_070@hospital.com,accountant,Nigeria,14,desktop,policy_violation,25,0.5,high,2025-09-16T14:43:37.880142,False,True,False,False,short
nurse_031,nurse_031,nurse_031@hospital.com,nurse,UK,14,desktop,click_nav_medical_header,35,0.25,medium,2025-09-08T14:18:55.880142,False,True,False,False,medium
doctor_012,doctor_012,doctor_012@hospital.com,doctor,Vietnam,18,desktop,user_logout,5,0.35,medium,2025-09-14T18:34:53.880142,True,False,False,False,short
employee_082,employee_082,employee_082@hospital.com,employee,US,18,desktop,user_login,8,0.45,medium,2025-09-05T18:51:11.880142,False,False,False,False,short
nurse_034,nurse_034,nurse_034@hospital.com,nurse,Canada,1,mobile,user_logout,45,0.45,medium,2025-09-14T01:46:19.880142,True,False,False,False,medium
employee_076,employee_076,employee_076@hospital.com,employee,US,7,mobile,page_view_home,73,0.4,medium,2025-09-15T07:26:25.880142,False,False,False,False,medium
doctor_010,doctor_010,doctor_010@hospital.com,doctor,US,1,mobile,page_view_prescriptions,80,0.3,medium,2025-09-20T01:30:48.880142,True,False,False,False,medium
employee_078,employee_078,employee_078@hospital.com,employee,Vietnam,22,mobile,user_logout,36,0.4,medium,2025-08-27T22:14:11.880142,False,False,False,False,medium
employee_083,employee_083,employee_083@hospital.com,employee,Vietnam,13,mobile,user_login,5,0.4,medium,2025-09-01T13:39:25.880142,False,True,False,False,short
doctor_023,doctor_023,doctor_023@hospital.com,doctor,Nigeria,7,desktop,user_login,23,0.3,medium,2025-09-05T07:51:09.880142,False,False,False,False,short
doctor_024,doctor_024,doctor_024@hospital.com,doctor,Vietnam,19,mobile,user_login,182,0.4,medium,2025-08-21T19:49:36.880142,False,False,False,False,long
guest_091,guest_091,guest_091@hospital.com,guest,UK,13,desktop,policy_violation,1,0.6,high,2025-08-30T13:14:41.880142,True,True,False,False,short
admin_001,admin_001,admin_001@hospital.com,admin,UK,1,desktop,access_audit_log,14,0.4,medium,2025-09-10T01:26:17.880142,False,False,False,False,short
contractor_059,contractor_059,contractor_059@hospital.com,contractor,UK,4,desktop,user_logout,3,0.45,medium,2025-09-11T04:55:56.880142,False,False,False,False,short
accountant_075,accountant_075,accountant_075@hospital.com,accountant,Canada,10,desktop,user_logout,29,0.3,medium,2025-09-17T10:17:17.880142,False,True,False,False,short
employee_078,employee_078,employee_078@hospital.com,employee,Vietnam,13,mobile,user_login,27,0.35,medium,2025-08-28T13:46:55.880142,False,True,False,False,short
doctor_022,doctor_022,doctor_022@hospital.com,doctor,Vietnam,0,desktop,user_logout,64,0.35,medium,2025-09-05T00:01:25.880142,False,False,False,False,medium
accountant_070,accountant_070,accountant_070@hospital.com,accountant,Singapore,19,desktop,user_logout,8,0.45,medium,2025-09-09T19:36:38.880142,False,False,False,False,short
doctor_011,doctor_011,doctor_011@hospital.com,doctor,Vietnam,6,desktop,click_nav_medical_header,2,0.3,medium,2025-09-08T06:05:05.880142,False,False,False,False,short
guest_100,guest_100,guest_100@hospital.com,guest,Nigeria,1,desktop,user_logout,6,0.5,high,2025-09-03T01:06:16.880142,False,False,False,False,short
employee_084,employee_084,employee_084@hospital.com,employee,Vietnam,20,mobile,page_view_home,89,0.4,medium,2025-08-26T20:01:58.880142,False,False,False,False,medium
employee_086,employee_086,employee_086@hospital.com,employee,UK,16,desktop,page_view_home,4,0.3,medium,2025-09-14T16:45:25.880142,True,True,False,False,short
doctor_017,doctor_017,doctor_017@hospital.com,doctor,Germany,9,desktop,access_patient_record,21,0.4,medium,2025-08-23T09:29:03.880142,True,True,False,False,short
contractor_063,contractor_063,contractor_063@hospital.com,contractor,US,22,mobile,user_login,64,0.4,medium,2025-09-07T22:23:33.880142,True,False,False,False,medium
nurse_044,nurse_044,nurse_044@hospital.com,nurse,UK,6,mobile,click_nav_medical_header,37,0.25,medium,2025-08-26T06:01:25.880142,False,False,False,False,medium
nurse_036,nurse_036,nurse_036@hospital.com,nurse,Nigeria,17,mobile,access_patient_record,12,0.3,medium,2025-08-28T17:07:00.880142,False,True,False,False,short
employee_083,employee_083,employee_083@hospital.com,employee,Australia,1,mobile,page_view_dashboard,1,0.55,high,2025-09-16T01:12:28.880142,False,False,False,False,short
guest_097,guest_097,guest_097@hospital.com,guest,Nigeria,17,mobile,user_login,46,0.4,medium,2025-08-26T17:29:54.880142,False,True,False,False,medium
guest_093,guest_093,guest_093@hospital.com,guest,Canada,5,mobile,unauthorized_access_attempt,97,0.6,high,2025-09-17T05:51:40.880142,False,False,False,True,medium
nurse_038,nurse_038,nurse_038@hospital.com,nurse,Vietnam,20,mobile,failed_login_attempt,30,0.4,medium,2025-09-19T20:18:07.880142,False,False,False,True,medium
nurse_034,nurse_034,nurse_034@hospital.com,nurse,Nigeria,21,mobile,user_logout,70,0.35,medium,2025-09-12T21:36:30.880142,False,False,False,False,medium
doctor_019,doctor_019,doctor_019@hospital.com,doctor,US,0,mobile,page_view_prescriptions,65,0.35,medium,2025-09-04T00:04:41.880142,False,False,False,False,medium
manager_003,manager_003,manager_003@hospital.com,manager,Australia,5,desktop,user_login,235,0.45,medium,2025-09-06T05:41:30.880142,True,False,False,False,long
manager_006,manager_006,manager_006@hospital.com,manager,Vietnam,13,desktop,navigate_to_admin,17,0.4,medium,2025-08-30T13:16:06.880142,True,True,False,False,short
doctor_027,doctor_027,doctor_027@hospital.com,doctor,Nigeria,9,desktop,page_view_prescriptions,10,0.25,medium,2025-09-04T09:08:48.880142,False,True,False,False,short
nurse_048,nurse_048,nurse_048@hospital.com,nurse,Canada,5,mobile,policy_violation,13,0.55,high,2025-09-01T05:57:21.880142,False,False,False,False,short
admin_002,admin_002,admin_002@hospital.com,admin,UK,5,desktop,page_view_dashboard,4,0.4,medium,2025-08-29T05:46:02.880142,False,False,False,False,short
nurse_033,nurse_033,nurse_033@hospital.com,nurse,Nigeria,3,mobile,access_patient_record,10,0.3,medium,2025-09-13T03:59:53.880142,True,False,False,False,short
guest_096,guest_096,guest_096@hospital.com,guest,UK,22,mobile,user_logout,29,0.5,high,2025-09-13T22:38:18.880142,True,False,False,False,short
accountant_072,accountant_072,accountant_072@hospital.com,accountant,UK,0,desktop,click_nav_financial_header,11,0.55,high,2025-09-07T00:56:45.880142,True,False,False,False,short
guest_091,guest_091,guest_091@hospital.com,guest,UK,0,desktop,user_logout,11,0.45,medium,2025-08-26T00:21:18.880142,False,False,False,False,short
nurse_044,nurse_044,nurse_044@hospital.com,nurse,UK,4,mobile,access_patient_record,1,0.25,medium,2025-09-03T04:23:41.880142,False,False,False,False,short
employee_085,employee_085,employee_085@hospital.com,employee,Australia,16,desktop,page_view_dashboard,5,0.3,medium,2025-09-06T16:01:10.880142,True,True,False,False,short
nurse_045,nurse_045,nurse_045@hospital.com,nurse,Nigeria,17,desktop,access_patient_record,22,0.2,low,2025-09-02T17:50:49.880142,False,True,False,False,short
doctor_012,doctor_012,doctor_012@hospital.com,doctor,Vietnam,9,desktop,click_nav_medical_header,89,0.3,medium,2025-09-16T09:06:21.880142,False,True,False,False,medium
employee_089,employee_089,employee_089@hospital.com,employee,US,21,desktop,page_view_dashboard,13,0.4,medium,2025-08-29T21:05:41.880142,False,False,False,False,short
doctor_025,doctor_025,doctor_025@hospital.com,doctor,Vietnam,13,desktop,user_logout,2,0.35,medium,2025-08-24T13:31:26.880142,True,True,False,False,short
contractor_061,contractor_061,contractor_061@hospital.com,contractor,US,0,desktop,page_view_financial_data,19,0.4,medium,2025-09-10T00:40:22.880142,False,False,False,False,short
nurse_029,nurse_029,nurse_029@hospital.com,nurse,UK,18,mobile,click_nav_medical_header,34,0.3,medium,2025-08-28T18:22:12.880142,False,False,False,False,medium
doctor_027,doctor_027,doctor_027@hospital.com,doctor,Japan,4,desktop,access_patient_record,7,0.4,medium,2025-08-27T04:49:04.880142,False,False,False,False,short
contractor_060,contractor_060,contractor_060@hospital.com,contractor,Australia,18,mobile,click_nav_financial_header,2,0.55,high,2025-08-31T18:31:31.880142,True,False,False,False,short
doctor_016,doctor_016,doctor_016@hospital.com,doctor,Japan,9,mobile,page_view_prescriptions,14,0.45,medium,2025-08-21T09:15:39.880142,False,True,False,False,short
contractor_060,contractor_060,contractor_060@hospital.com,contractor,Australia,8,desktop,access_financial_report,12,0.45,medium,2025-09-13T08:37:44.880142,True,False,False,False,short
nurse_046,nurse_046,nurse_046@hospital.com,nurse,Nigeria,10,mobile,user_logout,24,0.3,medium,2025-09-11T10:36:43.880142,False,True,False,False,short
employee_079,employee_079,employee_079@hospital.com,employee,UK,21,mobile,page_view_dashboard,7,0.45,medium,2025-09-12T21:49:39.880142,False,False,False,False,short
doctor_024,doctor_024,doctor_024@hospital.com,doctor,Vietnam,9,mobile,failed_login_attempt,9,0.5,high,2025-09-05T09:47:01.880142,False,True,False,True,short
manager_007,manager_007,manager_007@hospital.com,manager,US,17,mobile,access_audit_log,17,0.4,medium,2025-09-07T17:31:23.880142,True,True,False,False,short
guest_094,guest_094,guest_094@hospital.com,guest,Brazil,0,new,user_login,21,0.75,critical,2025-09-12T00:43:49.880142,False,False,False,False,short
employee_088,employee_088,employee_088@hospital.com,employee,US,5,mobile,user_login,27,0.5,high,2025-09-12T05:58:10.880142,False,False,False,False,short
contractor_063,contractor_063,contractor_063@hospital.com,contractor,US,20,mobile,user_login,7,0.4,medium,2025-09-13T20:18:40.880142,True,False,False,False,short
nurse_053,nurse_053,nurse_053@hospital.com,nurse,France,20,desktop,click_nav_medical_header,51,0.45,medium,2025-09-08T20:15:04.880142,False,False,False,False,medium
employee_081,employee_081,employee_081@hospital.com,employee,Australia,8,mobile,page_view_home,12,0.4,medium,2025-08-21T08:30:31.880142,False,False,False,False,short
nurse_048,nurse_048,nurse_048@hospital.com,nurse,Canada,13,mobile,policy_violation,2,0.5,high,2025-09-19T13:40:16.880142,False,True,False,False,short
doctor_019,doctor_019,doctor_019@hospital.com,doctor,France,19,mobile,click_nav_medical_header,17,0.45,medium,2025-08-20T19:51:12.880142,False,False,False,False,short
contractor_063,contractor_063,contractor_063@hospital.com,contractor,US,3,mobile,page_view_financial_data,79,0.4,medium,2025-09-16T03:49:09.880142,False,False,False,False,medium
doctor_015,doctor_015,doctor_015@hospital.com,doctor,India,22,mobile,page_view_medical_records,5,0.4,medium,2025-08-24T22:10:31.880142,True,False,False,False,short
accountant_073,accountant_073,accountant_073@hospital.com,accountant,Vietnam,4,desktop,access_financial_report,8,0.35,medium,2025-08-22T04:47:09.880142,False,False,False,False,short
nurse_045,nurse_045,nurse_045@hospital.com,nurse,Nigeria,9,desktop,click_nav_medical_header,16,0.2,low,2025-08-28T09:53:47.880142,False,True,False,False,short
employee_088,employee_088,employee_088@hospital.com,employee,Vietnam,20,mobile,page_view_dashboard,46,0.4,medium,2025-09-10T20:34:01.880142,False,False,False,False,medium
nurse_043,nurse_043,nurse_043@hospital.com,nurse,US,20,desktop,user_logout,2,0.3,medium,2025-09-05T20:16:20.880142,False,False,False,False,short
nurse_029,nurse_029,nurse_029@hospital.com,nurse,UK,15,mobile,user_login,17,0.25,medium,2025-08-30T15:37:07.880142,True,True,False,False,short
employee_087,employee_087,employee_087@hospital.com,employee,Vietnam,12,desktop,page_view_dashboard,24,0.4,medium,2025-09-09T12:47:37.880142,False,True,False,False,short
manager_007,manager_007,manager_007@hospital.com,manager,US,9,desktop,navigate_to_admin,17,0.5,high,2025-09-03T09:57:18.880142,False,True,False,False,short
admin_001,admin_001,admin_001@hospital.com,admin,UK,3,desktop,page_view_admin_dashboard,22,0.4,medium,2025-08-21T03:09:40.880142,False,False,False,False,short
contractor_064,contractor_064,contractor_064@hospital.com,contractor,Vietnam,18,mobile,user_logout,10,0.4,medium,2025-09-10T18:10:16.880142,False,False,False,False,short
nurse_033,nurse_033,nurse_033@hospital.com,nurse,Singapore,21,mobile,access_patient_record,32,0.4,medium,2025-08-31T21:27:20.880142,True,False,False,False,medium
contractor_062,contractor_062,contractor_062@hospital.com,contractor,Vietnam,14,desktop,page_view_financial_data,41,0.35,medium,2025-09-14T14:18:02.880142,True,True,False,False,medium
doctor_021,doctor_021,doctor_021@hospital.com,doctor,UK,19,mobile,access_patient_record,49,0.3,medium,2025-09-01T19:09:58.880142,False,False,False,False,medium
doctor_010,doctor_010,doctor_010@hospital.com,doctor,US,2,mobile,user_logout,1,0.3,medium,2025-09-08T02:28:53.880142,False,False,False,False,short
contractor_065,contractor_065,contractor_065@hospital.com,contractor,Nigeria,6,desktop,page_view_financial_data,10,0.4,medium,2025-09-14T06:19:24.880142,True,False,False,False,short
doctor_019,doctor_019,doctor_019@hospital.com,doctor,India,7,mobile,click_nav_medical_header,7,0.45,medium,2025-08-26T07:27:29.880142,False,False,False,False,short
nurse_053,nurse_053,nurse_053@hospital.com,nurse,Nigeria,15,desktop,user_logout,30,0.3,medium,2025-09-06T15:26:47.880142,True,True,False,False,medium
guest_091,guest_091,guest_091@hospital.com,guest,UK,12,desktop,user_login,7,0.4,medium,2025-08-28T12:59:18.880142,False,True,False,False,short
nurse_040,nurse_040,nurse_040@hospital.com,nurse,UK,16,desktop,user_logout,7,0.2,low,2025-09-12T16:13:22.880142,False,True,False,False,short
accountant_073,accountant_073,accountant_073@hospital.com,accountant,Vietnam,1,desktop,user_logout,22,0.35,medium,2025-09-14T01:20:37.880142,True,False,False,False,short
manager_005,manager_005,manager_005@hospital.com,manager,Australia,18,mobile,user_login,41,0.4,medium,2025-09-19T18:43:36.880142,False,False,False,False,medium
admin_002,admin_002,admin_002@hospital.com,admin,UK,12,desktop,failed_login_attempt,25,0.5,high,2025-08-25T12:23:24.880142,False,True,False,True,short
employee_081,employee_081,employee_081@hospital.com,employee,Australia,20,mobile,failed_login_attempt,7,0.55,high,2025-09-02T20:57:47.880142,False,False,False,True,short
guest_092,guest_092,guest_092@hospital.com,guest,Brazil,0,desktop,page_view_home,33,0.55,high,2025-09-13T00:32:42.880142,True,False,False,False,medium
nurse_033,nurse_033,nurse_033@hospital.com,nurse,Nigeria,12,mobile,user_logout,24,0.25,medium,2025-09-17T12:02:32.880142,False,True,False,False,short
doctor_015,doctor_015,doctor_015@hospital.com,doctor,Nigeria,3,mobile,user_logout,3,0.3,medium,2025-08-29T03:40:00.880142,False,False,False,False,short
doctor_008,doctor_008,doctor_008@hospital.com,doctor,Nigeria,1,new,access_patient_record,33,0.4,medium,2025-09-19T01:58:22.880142,False,False,False,False,medium
nurse_038,nurse_038,nurse_038@hospital.com,nurse,Germany,17,mobile,user_logout,51,0.3,medium,2025-09-09T17:47:37.880142,False,True,False,False,medium
doctor_008,doctor_008,doctor_008@hospital.com,doctor,Nigeria,23,desktop,click_nav_medical_header,13,0.3,medium,2025-09-07T23:46:52.880142,True,False,False,False,short
nurse_057,nurse_057,nurse_057@hospital.com,nurse,Nigeria,13,desktop,suspicious_activity_detected,9,0.45,medium,2025-09-11T13:42:50.880142,False,True,False,False,short
doctor_026,doctor_026,doctor_026@hospital.com,doctor,US,12,mobile,page_view_medical_records,27,0.35,medium,2025-08-29T12:20:54.880142,False,True,False,False,short
accountant_073,accountant_073,accountant_073@hospital.com,accountant,US,2,desktop,failed_login_attempt,26,0.6,high,2025-09-04T02:10:52.880142,False,False,False,True,short
employee_086,employee_086,employee_086@hospital.com,employee,UK,3,desktop,user_login,9,0.35,medium,2025-09-13T03:37:26.880142,True,False,False,False,short
nurse_051,nurse_051,nurse_051@hospital.com,nurse,US,17,mobile,page_view_medical_records,60,0.4,medium,2025-09-02T17:19:56.880142,False,True,False,False,medium
doctor_024,doctor_024,doctor_024@hospital.com,doctor,Vietnam,23,mobile,user_login,3,0.4,medium,2025-09-14T23:50:47.880142,True,False,False,False,short
nurse_051,nurse_051,nurse_051@hospital.com,nurse,US,20,desktop,user_login,76,0.35,medium,2025-08-24T20:43:01.880142,True,False,False,False,medium
guest_095,guest_095,guest_095@hospital.com,guest,UK,12,mobile,page_view_home,29,0.45,medium,2025-09-09T12:36:30.880142,False,True,False,False,short
doctor_012,doctor_012,doctor_012@hospital.com,doctor,Vietnam,14,desktop,user_logout,10,0.3,medium,2025-09-07T14:16:30.880142,True,True,False,False,short
nurse_051,nurse_051,nurse_051@hospital.com,nurse,Germany,19,desktop,access_patient_record,13,0.45,medium,2025-08-31T19:05:27.880142,True,False,False,False,short
doctor_011,doctor_011,doctor_011@hospital.com,doctor,Singapore,23,desktop,click_nav_medical_header,87,0.4,medium,2025-08-28T23:11:34.880142,False,False,False,False,medium
doctor_020,doctor_020,doctor_020@hospital.com,doctor,US,13,desktop,click_nav_medical_header,15,0.3,medium,2025-09-05T13:34:50.880142,False,True,False,False,short
nurse_033,nurse_033,nurse_033@hospital.com,nurse,Nigeria,10,mobile,user_logout,10,0.25,medium,2025-09-11T10:40:29.880142,False,True,False,False,short
employee_078,employee_078,employee_078@hospital.com,employee,Vietnam,4,mobile,page_view_home,87,0.4,medium,2025-09-01T04:21:33.880142,False,False,False,False,medium
nurse_032,nurse_032,nurse_032@hospital.com,nurse,Japan,16,desktop,click_nav_medical_header,25,0.4,medium,2025-09-16T16:25:11.880142,False,True,False,False,short
nurse_050,nurse_050,nurse_050@hospital.com,nurse,Nigeria,13,mobile,access_patient_record,4,0.3,medium,2025-08-29T13:37:13.881142,False,True,False,False,short
contractor_060,contractor_060,contractor_060@hospital.com,contractor,Australia,0,desktop,click_nav_financial_header,52,0.45,medium,2025-09-10T00:32:33.881142,False,False,False,False,medium
nurse_048,nurse_048,nurse_048@hospital.com,nurse,Canada,2,mobile,user_login,6,0.35,medium,2025-09-09T02:08:44.881142,False,False,False,False,short
doctor_010,doctor_010,doctor_010@hospital.com,doctor,US,14,mobile,click_nav_medical_header,27,0.25,medium,2025-09-15T14:43:26.881142,False,True,False,False,short
nurse_052,nurse_052,nurse_052@hospital.com,nurse,UK,10,desktop,user_login,83,0.3,medium,2025-09-07T10:26:53.881142,True,True,False,False,medium
nurse_030,nurse_030,nurse_030@hospital.com,nurse,UK,2,desktop,click_nav_medical_header,12,0.3,medium,2025-08-26T02:18:08.881142,False,False,False,False,short
contractor_064,contractor_064,contractor_064@hospital.com,contractor,Vietnam,3,mobile,access_financial_report,43,0.4,medium,2025-09-01T03:12:39.881142,False,False,False,False,medium
guest_095,guest_095,guest_095@hospital.com,guest,UK,15,mobile,page_view_dashboard,25,0.45,medium,2025-09-17T15:53:55.881142,False,True,False,False,short
guest_098,guest_098,guest_098@hospital.com,guest,Nigeria,7,desktop,user_login,35,0.55,high,2025-09-03T07:20:47.881142,False,False,False,False,medium
doctor_016,doctor_016,doctor_016@hospital.com,doctor,Australia,16,mobile,user_logout,26,0.35,medium,2025-09-17T16:59:08.881142,False,True,False,False,short
accountant_067,accountant_067,accountant_067@hospital.com,accountant,Canada,18,mobile,click_nav_financial_header,51,0.45,medium,2025-08-24T18:17:18.881142,True,False,False,False,medium
accountant_072,accountant_072,accountant_072@hospital.com,accountant,UK,12,mobile,access_financial_report,20,0.4,medium,2025-08-23T12:25:51.881142,True,True,False,False,short
doctor_013,doctor_013,doctor_013@hospital.com,doctor,Vietnam,16,mobile,user_logout,34,0.25,medium,2025-09-04T16:47:43.881142,False,True,False,False,medium
doctor_025,doctor_025,doctor_025@hospital.com,doctor,Vietnam,13,desktop,page_view_medical_records,41,0.35,medium,2025-09-20T13:16:46.881142,True,True,False,False,medium
nurse_032,nurse_032,nurse_032@hospital.com,nurse,US,15,desktop,page_view_medical_records,25,0.3,medium,2025-09-14T15:31:23.881142,True,True,False,False,short
employee_084,employee_084,employee_084@hospital.com,employee,Vietnam,11,mobile,user_login,44,0.35,medium,2025-09-08T11:21:56.881142,False,True,False,False,medium
guest_091,guest_091,guest_091@hospital.com,guest,UK,17,desktop,page_view_home,10,0.4,medium,2025-09-14T17:34:35.881142,True,True,False,False,short
contractor_063,contractor_063,contractor_063@hospital.com,contractor,US,7,mobile,access_financial_report,42,0.4,medium,2025-09-07T07:01:48.881142,True,False,False,False,medium
doctor_013,doctor_013,doctor_013@hospital.com,doctor,Japan,5,mobile,page_view_prescriptions,119,0.4,medium,2025-09-16T05:32:56.881142,False,False,False,False,medium
doctor_020,doctor_020,doctor_020@hospital.com,doctor,US,2,known,user_login,4,0.45,medium,2025-08-29T02:01:53.881142,False,False,False,False,short
contractor_064,contractor_064,contractor_064@hospital.com,contractor,Vietnam,20,mobile,user_login,58,0.4,medium,2025-09-18T20:37:06.881142,False,False,False,False,medium
doctor_017,doctor_017,doctor_017@hospital.com,doctor,UK,18,desktop,page_view_prescriptions,2,0.35,medium,2025-09-17T18:16:19.881142,False,False,False,False,short
nurse_037,nurse_037,nurse_037@hospital.com,nurse,Australia,19,desktop,user_logout,40,0.3,medium,2025-09-19T19:40:56.881142,False,False,False,False,medium
guest_097,guest_097,guest_097@hospital.com,guest,Nigeria,10,mobile,user_login,25,0.4,medium,2025-08-21T10:53:04.881142,False,True,False,False,short
doctor_022,doctor_022,doctor_022@hospital.com,doctor,US,3,desktop,access_patient_record,28,0.45,medium,2025-09-19T03:16:24.881142,False,False,False,False,short
nurse_038,nurse_038,nurse_038@hospital.com,nurse,Vietnam,16,mobile,click_nav_medical_header,2,0.2,low,2025-08-31T16:08:04.881142,True,True,False,False,short
contractor_064,contractor_064,contractor_064@hospital.com,contractor,Vietnam,5,desktop,access_financial_report,21,0.5,high,2025-09-03T05:07:31.881142,False,False,False,False,short
nurse_053,nurse_053,nurse_053@hospital.com,nurse,Nigeria,21,desktop,access_patient_record,15,0.35,medium,2025-09-05T21:56:43.881142,False,False,False,False,short
nurse_035,nurse_035,nurse_035@hospital.com,nurse,UK,8,desktop,access_patient_record,15,0.3,medium,2025-08-29T08:10:53.881142,False,False,False,False,short
accountant_075,accountant_075,accountant_075@hospital.com,accountant,Canada,5,desktop,click_nav_financial_header,5,0.35,medium,2025-08-31T05:48:37.881142,True,False,False,False,short
accountant_073,accountant_073,accountant_073@hospital.com,accountant,Vietnam,16,desktop,page_view_financial_data,39,0.3,medium,2025-09-13T16:22:53.881142,True,True,False,False,medium
contractor_060,contractor_060,contractor_060@hospital.com,contractor,Australia,13,mobile,user_login,3,0.5,high,2025-09-04T13:08:48.881142,False,True,False,False,short
contractor_064,contractor_064,contractor_064@hospital.com,contractor,Vietnam,22,mobile,user_login,10,0.4,medium,2025-08-28T22:02:45.881142,False,False,False,False,short
manager_005,manager_005,manager_005@hospital.com,manager,Singapore,10,mobile,page_view_dashboard,13,0.45,medium,2025-09-08T10:53:19.881142,False,True,False,False,short
accountant_066,accountant_066,accountant_066@hospital.com,accountant,Canada,5,mobile,page_view_financial_data,12,0.4,medium,2025-09-01T05:35:12.881142,False,False,False,False,short
nurse_034,nurse_034,nurse_034@hospital.com,nurse,Nigeria,23,mobile,page_view_prescriptions,52,0.35,medium,2025-09-09T23:08:01.881142,False,False,False,False,medium
employee_079,employee_079,employee_079@hospital.com,employee,UK,20,mobile,page_view_home,126,0.45,medium,2025-09-08T20:04:26.881142,False,False,False,False,long
nurse_030,nurse_030,nurse_030@hospital.com,nurse,Singapore,15,desktop,page_view_medical_records,14,0.35,medium,2025-09-16T15:22:34.881142,False,True,False,False,short
guest_099,guest_099,guest_099@hospital.com,guest,US,6,mobile,user_logout,8,0.55,high,2025-08-26T06:22:23.881142,False,False,False,False,short
employee_090,employee_090,employee_090@hospital.com,employee,Nigeria,23,mobile,page_view_dashboard,35,0.4,medium,2025-09-06T23:48:57.881142,True,False,False,False,medium
guest_094,guest_094,guest_094@hospital.com,guest,Nigeria,14,mobile,page_view_home,16,0.5,high,2025-08-29T14:47:34.881142,False,True,False,False,short
manager_005,manager_005,manager_005@hospital.com,manager,Vietnam,0,mobile,user_login,25,0.5,high,2025-09-06T00:17:34.881142,True,False,False,False,short
employee_090,employee_090,employee_090@hospital.com,employee,Nigeria,22,mobile,page_view_home,7,0.4,medium,2025-09-15T22:58:01.881142,False,False,False,False,short
guest_098,guest_098,guest_098@hospital.com,guest,Nigeria,2,desktop,user_login,42,0.55,high,2025-09-07T02:02:47.881142,True,False,False,False,medium
doctor_024,doctor_024,doctor_024@hospital.com,doctor,Japan,2,mobile,access_patient_record,11,0.5,high,2025-09-18T02:11:04.881142,False,False,False,False,short
nurse_054,nurse_054,nurse_054@hospital.com,nurse,Australia,7,desktop,failed_login_attempt,122,0.5,high,2025-09-03T07:28:53.881142,False,False,False,True,long
employee_089,employee_089,employee_089@hospital.com,employee,US,9,desktop,page_view_home,5,0.35,medium,2025-09-05T09:16:45.881142,False,True,False,False,short
doctor_022,doctor_022,doctor_022@hospital.com,doctor,France,20,desktop,access_patient_record,22,0.45,medium,2025-08-30T20:29:34.881142,True,False,False,False,short
employee_078,employee_078,employee_078@hospital.com,employee,Vietnam,11,mobile,page_view_home,4,0.35,medium,2025-09-09T11:29:55.881142,False,True,False,False,short
doctor_022,doctor_022,doctor_022@hospital.com,doctor,Vietnam,8,desktop,user_logout,5,0.35,medium,2025-09-20T08:50:01.881142,True,False,False,False,short
contractor_061,contractor_061,contractor_061@hospital.com,contractor,US,20,tablet,click_nav_financial_header,116,0.5,high,2025-08-24T20:09:13.881142,True,False,False,False,medium
guest_097,guest_097,guest_097@hospital.com,guest,Nigeria,22,mobile,page_view_dashboard,12,0.45,medium,2025-09-02T22:30:55.881142,False,False,False,False,short
nurse_037,nurse_037,nurse_037@hospital.com,nurse,Australia,3,desktop,failed_login_attempt,2,0.45,medium,2025-09-03T03:43:37.881142,False,False,False,True,short
employee_089,employee_089,employee_089@hospital.com,employee,US,17,desktop,user_login,12,0.35,medium,2025-09-02T17:33:14.881142,False,True,False,False,short
doctor_016,doctor_016,doctor_016@hospital.com,doctor,Australia,18,mobile,access_patient_record,93,0.4,medium,2025-08-20T18:59:49.881142,False,False,False,False,medium
nurse_044,nurse_044,nurse_044@hospital.com,nurse,UK,8,mobile,click_nav_medical_header,31,0.25,medium,2025-08-21T08:21:49.881142,False,False,False,False,medium
contractor_058,contractor_058,contractor_058@hospital.com,contractor,US,22,desktop,policy_violation,9,0.65,high,2025-09-03T22:40:46.881142,False,False,False,False,short
accountant_070,accountant_070,accountant_070@hospital.com,accountant,Nigeria,0,desktop,user_logout,18,0.35,medium,2025-09-13T00:01:06.881142,True,False,False,False,short
nurse_033,nurse_033,nurse_033@hospital.com,nurse,Nigeria,1,mobile,page_view_prescriptions,21,0.3,medium,2025-08-23T01:10:54.881142,True,False,False,False,short
contractor_060,contractor_060,contractor_060@hospital.com,contractor,Australia,13,desktop,user_logout,22,0.4,medium,2025-09-04T13:39:33.881142,False,True,False,False,short
employee_084,employee_084,employee_084@hospital.com,employee,Vietnam,2,new,user_logout,15,0.5,high,2025-09-20T02:44:43.881142,True,False,False,False,short
accountant_068,accountant_068,accountant_068@hospital.com,accountant,Canada,19,mobile,user_login,47,0.45,medium,2025-08-25T19:18:20.881142,False,False,False,False,medium
nurse_034,nurse_034,nurse_034@hospital.com,nurse,Nigeria,8,mobile,user_logout,4,0.35,medium,2025-09-18T08:29:52.881142,False,False,False,False,short
