username,user_id,email,user_role,ip_address,device_type,action,session_id,session_period,timestamp,is_sensitive_action,is_failed_action
admin,user-3,admin@hospital.com,admin,192.168.1.235,desktop,update_patient_info,session-4azsiy2zw,30,2025-09-21T14:48:06.606Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.90,desktop,view_financial_data,session-yuhx1ktxa,30,2025-09-21T13:58:24.423Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.233,desktop,view_patient_record,session-wojhtbt9j,30,2025-09-21T13:26:50.444Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.151,desktop,view_financial_data,session-80h76nvvn,30,2025-09-21T06:53:34.710Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.91,desktop,logout,session-hbyr9se93,30,2025-09-21T06:53:19.690Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.81,desktop,schedule_appointment,session-67m6cdm2y,30,2025-09-20T12:58:04.608Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.220,desktop,access_pharmacy,session-uue543axk,30,2025-09-20T09:45:18.916Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.73,desktop,login,session-3tgozm2ju,30,2025-09-19T18:37:41.011Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.149,desktop,logout,session-4z5yf37tw,30,2025-09-19T16:20:57.308Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.1,desktop,view_patient_record,session-lz0lyli0v,30,2025-09-19T16:14:54.655Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.64,desktop,schedule_appointment,session-bgz1ux7kz,30,2025-09-19T14:18:29.503Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.36,desktop,view_audit_logs,session-8njzmak4w,30,2025-09-19T13:44:04.958Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.160,desktop,update_patient_info,session-of47umbb5,30,2025-09-19T12:44:59.783Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.132,desktop,schedule_appointment,session-74jzqpypa,30,2025-09-19T10:20:45.135Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.94,desktop,access_lab_results,session-jlk6ory3h,30,2025-09-19T09:31:17.708Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.117,desktop,view_financial_data,session-oeo24tgbt,30,2025-09-19T09:25:18.062Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.154,desktop,logout,session-z455q0z4u,30,2025-09-19T06:39:30.476Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.50,desktop,schedule_appointment,session-kpjc3wxry,30,2025-09-18T21:16:41.349Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.52,desktop,access_pharmacy,session-ibbmwar2k,30,2025-09-18T15:25:17.002Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.86,desktop,login,session-33a3itlru,30,2025-09-18T14:38:46.582Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.63,desktop,view_financial_data,session-y3cqm1xwi,30,2025-09-18T02:01:33.479Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.217,desktop,logout,session-ry3d9bhme,30,2025-09-17T03:49:05.549Z,1,0
